'Total Nacional,Comunidades y Ciudades Autónomas,Provincias,Régimen y estado,Periodo,Total
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2016.0,5.016
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2015.0,4.196
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2014.0,4.017
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2013.0,5.109
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2012.0,6.274
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2011.0,5.928
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2010.0,5.930
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2009.0,6.494
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2008.0,13.681
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda libre,2007.0,13.951
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2023.0,363
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2022.0,472
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2021.0,349
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2020.0,426
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2019.0,475
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2018.0,369
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2017.0,396
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2016.0,294
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2015.0,288
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2014.0,292
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2013.0,398
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2012.0,853
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2011.0,638
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2010.0,625
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2009.0,401
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2008.0,560
'Total Nacional,08 Castilla - La Mancha,45 Toledo,Vivienda protegida,2007.0,733
'Total Nacional,09 Cataluña,,Viviendas: Total,2023.0,91.630
'Total Nacional,09 Cataluña,,Viviendas: Total,2022.0,102.637
'Total Nacional,09 Cataluña,,Viviendas: Total,2021.0,89.175
'Total Nacional,09 Cataluña,,Viviendas: Total,2020.0,65.886
'Total Nacional,09 Cataluña,,Viviendas: Total,2019.0,81.006
'Total Nacional,09 Cataluña,,Viviendas: Total,2018.0,81.685
'Total Nacional,09 Cataluña,,Viviendas: Total,2017.0,77.910
'Total Nacional,09 Cataluña,,Viviendas: Total,2016.0,67.214
'Total Nacional,09 Cataluña,,Viviendas: Total,2015.0,55.373
'Total Nacional,09 Cataluña,,Viviendas: Total,2014.0,47.865
'Total Nacional,09 Cataluña,,Viviendas: Total,2013.0,45.408
'Total Nacional,09 Cataluña,,Viviendas: Total,2012.0,43.015
'Total Nacional,09 Cataluña,,Viviendas: Total,2011.0,47.076
'Total Nacional,09 Cataluña,,Viviendas: Total,2010.0,55.857
'Total Nacional,09 Cataluña,,Viviendas: Total,2009.0,45.686
'Total Nacional,09 Cataluña,,Viviendas: Total,2008.0,62.136
'Total Nacional,09 Cataluña,,Viviendas: Total,2007.0,111.482
'Total Nacional,09 Cataluña,,Vivienda nueva,2023.0,15.624
'Total Nacional,09 Cataluña,,Vivienda nueva,2022.0,16.909
'Total Nacional,09 Cataluña,,Vivienda nueva,2021.0,15.195
'Total Nacional,09 Cataluña,,Vivienda nueva,2020.0,11.220
'Total Nacional,09 Cataluña,,Vivienda nueva,2019.0,12.012
'Total Nacional,09 Cataluña,,Vivienda nueva,2018.0,12.233
'Total Nacional,09 Cataluña,,Vivienda nueva,2017.0,10.690
'Total Nacional,09 Cataluña,,Vivienda nueva,2016.0,8.564
'Total Nacional,09 Cataluña,,Vivienda nueva,2015.0,8.424
'Total Nacional,09 Cataluña,,Vivienda nueva,2014.0,12.037
'Total Nacional,09 Cataluña,,Vivienda nueva,2013.0,15.124
'Total Nacional,09 Cataluña,,Vivienda nueva,2012.0,16.609
'Total Nacional,09 Cataluña,,Vivienda nueva,2011.0,19.842
'Total Nacional,09 Cataluña,,Vivienda nueva,2010.0,23.836
'Total Nacional,09 Cataluña,,Vivienda nueva,2009.0,20.333
'Total Nacional,09 Cataluña,,Vivienda nueva,2008.0,28.844
'Total Nacional,09 Cataluña,,Vivienda nueva,2007.0,46.034
'Total Nacional,09 Cataluña,,Vivienda usada,2023.0,76.006
'Total Nacional,09 Cataluña,,Vivienda usada,2022.0,85.728
'Total Nacional,09 Cataluña,,Vivienda usada,2021.0,73.980
'Total Nacional,09 Cataluña,,Vivienda usada,2020.0,54.666
'Total Nacional,09 Cataluña,,Vivienda usada,2019.0,68.994
'Total Nacional,09 Cataluña,,Vivienda usada,2018.0,69.452
'Total Nacional,09 Cataluña,,Vivienda usada,2017.0,67.220
'Total Nacional,09 Cataluña,,Vivienda usada,2016.0,58.650
'Total Nacional,09 Cataluña,,Vivienda usada,2015.0,46.949
'Total Nacional,09 Cataluña,,Vivienda usada,2014.0,35.828
'Total Nacional,09 Cataluña,,Vivienda usada,2013.0,30.284
'Total Nacional,09 Cataluña,,Vivienda usada,2012.0,26.406
'Total Nacional,09 Cataluña,,Vivienda usada,2011.0,27.234
'Total Nacional,09 Cataluña,,Vivienda usada,2010.0,32.021
'Total Nacional,09 Cataluña,,Vivienda usada,2009.0,25.353
'Total Nacional,09 Cataluña,,Vivienda usada,2008.0,33.292
'Total Nacional,09 Cataluña,,Vivienda usada,2007.0,65.448
'Total Nacional,09 Cataluña,,Vivienda libre,2023.0,84.664
'Total Nacional,09 Cataluña,,Vivienda libre,2022.0,94.784
'Total Nacional,09 Cataluña,,Vivienda libre,2021.0,82.037
'Total Nacional,09 Cataluña,,Vivienda libre,2020.0,60.535
'Total Nacional,09 Cataluña,,Vivienda libre,2019.0,73.742
'Total Nacional,09 Cataluña,,Vivienda libre,2018.0,73.846
'Total Nacional,09 Cataluña,,Vivienda libre,2017.0,70.196
'Total Nacional,09 Cataluña,,Vivienda libre,2016.0,59.869
'Total Nacional,09 Cataluña,,Vivienda libre,2015.0,49.342
'Total Nacional,09 Cataluña,,Vivienda libre,2014.0,43.154
'Total Nacional,09 Cataluña,,Vivienda libre,2013.0,40.696
'Total Nacional,09 Cataluña,,Vivienda libre,2012.0,40.244
'Total Nacional,09 Cataluña,,Vivienda libre,2011.0,43.857
'Total Nacional,09 Cataluña,,Vivienda libre,2010.0,52.924
'Total Nacional,09 Cataluña,,Vivienda libre,2009.0,43.074
'Total Nacional,09 Cataluña,,Vivienda libre,2008.0,58.916
'Total Nacional,09 Cataluña,,Vivienda libre,2007.0,106.327
'Total Nacional,09 Cataluña,,Vivienda protegida,2023.0,6.966
'Total Nacional,09 Cataluña,,Vivienda protegida,2022.0,7.853
'Total Nacional,09 Cataluña,,Vivienda protegida,2021.0,7.138
'Total Nacional,09 Cataluña,,Vivienda protegida,2020.0,5.351
'Total Nacional,09 Cataluña,,Vivienda protegida,2019.0,7.264
'Total Nacional,09 Cataluña,,Vivienda protegida,2018.0,7.839
'Total Nacional,09 Cataluña,,Vivienda protegida,2017.0,7.714
'Total Nacional,09 Cataluña,,Vivienda protegida,2016.0,7.345
'Total Nacional,09 Cataluña,,Vivienda protegida,2015.0,6.031
'Total Nacional,09 Cataluña,,Vivienda protegida,2014.0,4.711
'Total Nacional,09 Cataluña,,Vivienda protegida,2013.0,4.712
'Total Nacional,09 Cataluña,,Vivienda protegida,2012.0,2.771
'Total Nacional,09 Cataluña,,Vivienda protegida,2011.0,3.219
'Total Nacional,09 Cataluña,,Vivienda protegida,2010.0,2.933
'Total Nacional,09 Cataluña,,Vivienda protegida,2009.0,2.612
'Total Nacional,09 Cataluña,,Vivienda protegida,2008.0,3.220
'Total Nacional,09 Cataluña,,Vivienda protegida,2007.0,5.155
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2023.0,58.199
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2022.0,66.721
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2021.0,57.994
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2020.0,44.078
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2019.0,55.269
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2018.0,56.012
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2017.0,53.831
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2016.0,46.529
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2015.0,37.779
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2014.0,31.362
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2013.0,28.511
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2012.0,26.242
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2011.0,30.523
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2010.0,37.002
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2009.0,28.539
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2008.0,37.880
'Total Nacional,09 Cataluña,08 Barcelona,Viviendas: Total,2007.0,67.430
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2023.0,10.162
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2022.0,11.069
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2021.0,10.103
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2020.0,8.110
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2019.0,8.427
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2018.0,8.091
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2017.0,6.853
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2016.0,5.647
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2015.0,5.431
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2014.0,6.778
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2013.0,7.943
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2012.0,8.755
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2011.0,11.587
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2010.0,14.178
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2009.0,11.634
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2008.0,16.681
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda nueva,2007.0,26.290
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2023.0,48.037
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2022.0,55.652
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2021.0,47.891
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2020.0,35.968
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2019.0,46.842
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2018.0,47.921
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2017.0,46.978
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2016.0,40.882
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2015.0,32.348
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2014.0,24.584
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2013.0,20.568
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2012.0,17.487
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2011.0,18.936
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2010.0,22.824
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2009.0,16.905
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2008.0,21.199
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda usada,2007.0,41.140
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2023.0,52.620
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2022.0,60.241
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2021.0,52.224
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2020.0,39.740
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2019.0,49.321
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2018.0,49.509
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2017.0,47.423
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2016.0,40.291
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2015.0,32.624
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2014.0,27.411
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2013.0,24.525
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2012.0,24.359
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2011.0,28.347
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2010.0,34.872
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2009.0,26.586
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2008.0,35.369
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda libre,2007.0,63.755
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2023.0,5.579
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2022.0,6.480
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2021.0,5.770
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2020.0,4.338
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2019.0,5.948
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2018.0,6.503
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2017.0,6.408
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2016.0,6.238
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2015.0,5.155
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2014.0,3.951
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2013.0,3.986
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2012.0,1.883
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2011.0,2.176
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2010.0,2.130
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2009.0,1.953
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2008.0,2.511
'Total Nacional,09 Cataluña,08 Barcelona,Vivienda protegida,2007.0,3.675
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2023.0,13.787
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2022.0,15.005
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2021.0,12.532
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2020.0,9.238
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2019.0,10.906
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2018.0,10.761
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2017.0,10.353
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2016.0,9.001
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2015.0,7.612
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2014.0,7.372
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2013.0,7.029
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2012.0,6.846
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2011.0,6.791
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2010.0,7.994
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2009.0,7.185
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2008.0,9.452
'Total Nacional,09 Cataluña,17 Girona,Viviendas: Total,2007.0,16.582
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2023.0,2.254
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2022.0,2.518
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2021.0,2.081
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2020.0,1.456
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2019.0,1.688
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2018.0,1.795
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2017.0,1.578
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2016.0,1.248
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2015.0,1.201
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2014.0,2.132
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2013.0,2.750
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2012.0,3.136
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2011.0,3.273
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2010.0,4.115
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2009.0,3.827
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2008.0,5.189
'Total Nacional,09 Cataluña,17 Girona,Vivienda nueva,2007.0,7.787
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2023.0,11.533
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2022.0,12.487
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2021.0,10.451
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2020.0,7.782
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2019.0,9.218
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2018.0,8.966
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2017.0,8.775
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2016.0,7.753
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2015.0,6.411
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2014.0,5.240
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2013.0,4.279
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2012.0,3.710
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2011.0,3.518
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2010.0,3.879
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2009.0,3.358
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2008.0,4.263
'Total Nacional,09 Cataluña,17 Girona,Vivienda usada,2007.0,8.795
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2023.0,13.317
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2022.0,14.515
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2021.0,12.108
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2020.0,8.875
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2019.0,10.483
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2018.0,10.292
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2017.0,9.887
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2016.0,8.572
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2015.0,7.314
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2014.0,7.103
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2013.0,6.778
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2012.0,6.589
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2011.0,6.550
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2010.0,7.612
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2009.0,6.905
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2008.0,9.182
'Total Nacional,09 Cataluña,17 Girona,Vivienda libre,2007.0,16.058
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2023.0,470
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2022.0,490
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2021.0,424
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2020.0,363
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2019.0,423
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2018.0,469
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2017.0,466
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2016.0,429
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2015.0,298
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2014.0,269
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2013.0,251
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2012.0,257
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2011.0,241
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2010.0,382
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2009.0,280
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2008.0,270
'Total Nacional,09 Cataluña,17 Girona,Vivienda protegida,2007.0,524
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2023.0,5.022
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2022.0,5.027
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2021.0,5.059
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2020.0,3.332
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2019.0,3.750
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2018.0,3.945
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2017.0,3.403
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2016.0,3.071
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2015.0,2.651
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2014.0,2.276
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2013.0,2.579
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2012.0,2.836
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2011.0,2.876
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2010.0,3.483
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2009.0,3.641
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2008.0,5.767
'Total Nacional,09 Cataluña,25 Lleida,Viviendas: Total,2007.0,9.201
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2023.0,1.096
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2022.0,1.042
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2021.0,1.079
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2020.0,631
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2019.0,755
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2018.0,894
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2017.0,583
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2016.0,591
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2015.0,604
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2014.0,803
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2013.0,1.196
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2012.0,1.332
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2011.0,1.395
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2010.0,1.718
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2009.0,2.026
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2008.0,3.461
'Total Nacional,09 Cataluña,25 Lleida,Vivienda nueva,2007.0,5.227
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2023.0,3.926
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2022.0,3.985
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2021.0,3.980
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2020.0,2.701
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2019.0,2.995
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2018.0,3.051
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2017.0,2.820
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2016.0,2.480
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2015.0,2.047
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2014.0,1.473
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2013.0,1.383
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2012.0,1.504
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2011.0,1.481
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2010.0,1.765
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2009.0,1.615
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2008.0,2.306
'Total Nacional,09 Cataluña,25 Lleida,Vivienda usada,2007.0,3.974
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2023.0,4.538
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2022.0,4.459
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2021.0,4.446
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2020.0,2.940
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2019.0,3.192
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2018.0,3.379
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2017.0,2.929
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2016.0,2.633
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2015.0,2.315
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2014.0,2.027
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2013.0,2.349
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2012.0,2.532
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2011.0,2.651
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2010.0,3.239
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2009.0,3.402
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2008.0,5.418
'Total Nacional,09 Cataluña,25 Lleida,Vivienda libre,2007.0,8.422
'Total Nacional,09 Cataluña,25 Lleida,Vivienda protegida,2023.0,484
'Total Nacional,09 Cataluña,25 Lleida,Vivienda protegida,2022.0,568
'Total Nacional,09 Cataluña,25 Lleida,Vivienda protegida,2021.0,613
'Total Nacional,09 Cataluña,25 Lleida,Vivienda protegida,2020.0,392
'Total Nacional,09 Cataluña,25 Lleida,Vivienda protegida,2019.0,558
