'Total Nacional,Comunidades y Ciudades Autónomas,Provincias,Régimen y estado,Periodo,Total
'Total Nacional,Viviendas: Total,,Viviendas: Total,2023.0,586.913
'Total Nacional,Viviendas: Total,,Viviendas: Total,2022.0,650.265
'Total Nacional,Viviendas: Total,,Viviendas: Total,2021.0,566.485
'Total Nacional,Viviendas: Total,,Viviendas: Total,2020.0,420.238
'Total Nacional,Viviendas: Total,,Viviendas: Total,2019.0,505.467
'Total Nacional,Viviendas: Total,,Viviendas: Total,2018.0,517.984
'Total Nacional,Viviendas: Total,,Viviendas: Total,2017.0,467.644
'Total Nacional,Viviendas: Total,,Viviendas: Total,2016.0,405.385
'Total Nacional,Viviendas: Total,,Viviendas: Total,2015.0,355.556
'Total Nacional,Viviendas: Total,,Viviendas: Total,2014.0,318.83
'Total Nacional,Viviendas: Total,,Viviendas: Total,2013.0,312.593
'Total Nacional,Viviendas: Total,,Viviendas: Total,2012.0,318.534
'Total Nacional,Viviendas: Total,,Viviendas: Total,2011.0,359.824
'Total Nacional,Viviendas: Total,,Viviendas: Total,2010.0,439.591
'Total Nacional,Viviendas: Total,,Viviendas: Total,2009.0,413.393
'Total Nacional,Viviendas: Total,,Viviendas: Total,2008.0,552.08
'Total Nacional,Viviendas: Total,,Viviendas: Total,2007.0,775.3
'Total Nacional,Vivienda nueva,,Vivienda nueva,2023.0,110.894
'Total Nacional,Vivienda nueva,,Vivienda nueva,2022.0,116.458
'Total Nacional,Vivienda nueva,,Vivienda nueva,2021.0,114.03
'Total Nacional,Vivienda nueva,,Vivienda nueva,2020.0,83.561
'Total Nacional,Vivienda nueva,,Vivienda nueva,2019.0,92.946
'Total Nacional,Vivienda nueva,,Vivienda nueva,2018.0,91.716
'Total Nacional,Vivienda nueva,,Vivienda nueva,2017.0,83.24
'Total Nacional,Vivienda nueva,,Vivienda nueva,2016.0,75.134
'Total Nacional,Vivienda nueva,,Vivienda nueva,2015.0,76.954
'Total Nacional,Vivienda nueva,,Vivienda nueva,2014.0,117.519
'Total Nacional,Vivienda nueva,,Vivienda nueva,2013.0,143.771
'Total Nacional,Vivienda nueva,,Vivienda nueva,2012.0,155.89
'Total Nacional,Vivienda nueva,,Vivienda nueva,2011.0,174.299
'Total Nacional,Vivienda nueva,,Vivienda nueva,2010.0,220.612
'Total Nacional,Vivienda nueva,,Vivienda nueva,2009.0,218.775
'Total Nacional,Vivienda nueva,,Vivienda nueva,2008.0,278.034
'Total Nacional,Vivienda nueva,,Vivienda nueva,2007.0,326.382
'Total Nacional,Vivienda usada,,Vivienda usada,2023.0,476.019
'Total Nacional,Vivienda usada,,Vivienda usada,2022.0,533.807
'Total Nacional,Vivienda usada,,Vivienda usada,2021.0,452.455
'Total Nacional,Vivienda usada,,Vivienda usada,2020.0,336.677
'Total Nacional,Vivienda usada,,Vivienda usada,2019.0,412.521
'Total Nacional,Vivienda usada,,Vivienda usada,2018.0,426.268
'Total Nacional,Vivienda usada,,Vivienda usada,2017.0,384.404
'Total Nacional,Vivienda usada,,Vivienda usada,2016.0,330.251
'Total Nacional,Vivienda usada,,Vivienda usada,2015.0,278.602
'Total Nacional,Vivienda usada,,Vivienda usada,2014.0,201.311
'Total Nacional,Vivienda usada,,Vivienda usada,2013.0,168.822
'Total Nacional,Vivienda usada,,Vivienda usada,2012.0,162.644
'Total Nacional,Vivienda usada,,Vivienda usada,2011.0,185.525
'Total Nacional,Vivienda usada,,Vivienda usada,2010.0,218.979
'Total Nacional,Vivienda usada,,Vivienda usada,2009.0,194.618
'Total Nacional,Vivienda usada,,Vivienda usada,2008.0,274.046
'Total Nacional,Vivienda usada,,Vivienda usada,2007.0,448.918
'Total Nacional,Vivienda libre,,Vivienda libre,2023.0,542.324
'Total Nacional,Vivienda libre,,Vivienda libre,2022.0,599.524
'Total Nacional,Vivienda libre,,Vivienda libre,2021.0,518.34
'Total Nacional,Vivienda libre,,Vivienda libre,2020.0,382.543
'Total Nacional,Vivienda libre,,Vivienda libre,2019.0,457.491
'Total Nacional,Vivienda libre,,Vivienda libre,2018.0,468.032
'Total Nacional,Vivienda libre,,Vivienda libre,2017.0,422.327
'Total Nacional,Vivienda libre,,Vivienda libre,2016.0,363.826
'Total Nacional,Vivienda libre,,Vivienda libre,2015.0,319.141
'Total Nacional,Vivienda libre,,Vivienda libre,2014.0,286.269
'Total Nacional,Vivienda libre,,Vivienda libre,2013.0,277.431
'Total Nacional,Vivienda libre,,Vivienda libre,2012.0,280.048
'Total Nacional,Vivienda libre,,Vivienda libre,2011.0,312.035
'Total Nacional,Vivienda libre,,Vivienda libre,2010.0,389.037
'Total Nacional,Vivienda libre,,Vivienda libre,2009.0,371.148
'Total Nacional,Vivienda libre,,Vivienda libre,2008.0,502.771
'Total Nacional,Vivienda libre,,Vivienda libre,2007.0,708.246
'Total Nacional,Vivienda protegida,,Vivienda protegida,2023.0,44.589
'Total Nacional,Vivienda protegida,,Vivienda protegida,2022.0,50.741
'Total Nacional,Vivienda protegida,,Vivienda protegida,2021.0,48.145
'Total Nacional,Vivienda protegida,,Vivienda protegida,2020.0,37.695
'Total Nacional,Vivienda protegida,,Vivienda protegida,2019.0,47.976
'Total Nacional,Vivienda protegida,,Vivienda protegida,2018.0,49.952
'Total Nacional,Vivienda protegida,,Vivienda protegida,2017.0,45.317
'Total Nacional,Vivienda protegida,,Vivienda protegida,2016.0,41.559
'Total Nacional,Vivienda protegida,,Vivienda protegida,2015.0,36.415
'Total Nacional,Vivienda protegida,,Vivienda protegida,2014.0,32.561
'Total Nacional,Vivienda protegida,,Vivienda protegida,2013.0,35.162
'Total Nacional,Vivienda protegida,,Vivienda protegida,2012.0,38.486
'Total Nacional,Vivienda protegida,,Vivienda protegida,2011.0,47.789
'Total Nacional,Vivienda protegida,,Vivienda protegida,2010.0,50.554
'Total Nacional,Vivienda protegida,,Vivienda protegida,2009.0,42.245
'Total Nacional,Vivienda protegida,,Vivienda protegida,2008.0,49.309
'Total Nacional,Vivienda protegida,,Vivienda protegida,2007.0,67.054
'Total Nacional,01 Andalucía,,Viviendas: Total,2023.0,119.479
'Total Nacional,01 Andalucía,,Viviendas: Total,2022.0,134.647
'Total Nacional,01 Andalucía,,Viviendas: Total,2021.0,117.987
'Total Nacional,01 Andalucía,,Viviendas: Total,2020.0,83.481
'Total Nacional,01 Andalucía,,Viviendas: Total,2019.0,100.104
'Total Nacional,01 Andalucía,,Viviendas: Total,2018.0,101.412
'Total Nacional,01 Andalucía,,Viviendas: Total,2017.0,89.607
'Total Nacional,01 Andalucía,,Viviendas: Total,2016.0,79.352
'Total Nacional,01 Andalucía,,Viviendas: Total,2015.0,70.707
'Total Nacional,01 Andalucía,,Viviendas: Total,2014.0,63.969
'Total Nacional,01 Andalucía,,Viviendas: Total,2013.0,64.131
'Total Nacional,01 Andalucía,,Viviendas: Total,2012.0,62.943
'Total Nacional,01 Andalucía,,Viviendas: Total,2011.0,72.753
'Total Nacional,01 Andalucía,,Viviendas: Total,2010.0,83.195
'Total Nacional,01 Andalucía,,Viviendas: Total,2009.0,86.640
'Total Nacional,01 Andalucía,,Viviendas: Total,2008.0,120.198
'Total Nacional,01 Andalucía,,Viviendas: Total,2007.0,167.803
'Total Nacional,01 Andalucía,,Vivienda nueva,2023.0,24.104
'Total Nacional,01 Andalucía,,Vivienda nueva,2022.0,26.598
'Total Nacional,01 Andalucía,,Vivienda nueva,2021.0,26.517
'Total Nacional,01 Andalucía,,Vivienda nueva,2020.0,17.299
'Total Nacional,01 Andalucía,,Vivienda nueva,2019.0,18.737
'Total Nacional,01 Andalucía,,Vivienda nueva,2018.0,18.141
'Total Nacional,01 Andalucía,,Vivienda nueva,2017.0,16.492
'Total Nacional,01 Andalucía,,Vivienda nueva,2016.0,14.709
'Total Nacional,01 Andalucía,,Vivienda nueva,2015.0,16.422
'Total Nacional,01 Andalucía,,Vivienda nueva,2014.0,25.634
'Total Nacional,01 Andalucía,,Vivienda nueva,2013.0,32.113
'Total Nacional,01 Andalucía,,Vivienda nueva,2012.0,33.449
'Total Nacional,01 Andalucía,,Vivienda nueva,2011.0,36.916
'Total Nacional,01 Andalucía,,Vivienda nueva,2010.0,44.399
'Total Nacional,01 Andalucía,,Vivienda nueva,2009.0,48.609
'Total Nacional,01 Andalucía,,Vivienda nueva,2008.0,63.489
'Total Nacional,01 Andalucía,,Vivienda nueva,2007.0,82.147
'Total Nacional,01 Andalucía,,Vivienda usada,2023.0,95.375
'Total Nacional,01 Andalucía,,Vivienda usada,2022.0,108.049
'Total Nacional,01 Andalucía,,Vivienda usada,2021.0,91.470
'Total Nacional,01 Andalucía,,Vivienda usada,2020.0,66.182
'Total Nacional,01 Andalucía,,Vivienda usada,2019.0,81.367
'Total Nacional,01 Andalucía,,Vivienda usada,2018.0,83.271
'Total Nacional,01 Andalucía,,Vivienda usada,2017.0,73.115
'Total Nacional,01 Andalucía,,Vivienda usada,2016.0,64.643
'Total Nacional,01 Andalucía,,Vivienda usada,2015.0,54.285
'Total Nacional,01 Andalucía,,Vivienda usada,2014.0,38.335
'Total Nacional,01 Andalucía,,Vivienda usada,2013.0,32.018
'Total Nacional,01 Andalucía,,Vivienda usada,2012.0,29.494
'Total Nacional,01 Andalucía,,Vivienda usada,2011.0,35.837
'Total Nacional,01 Andalucía,,Vivienda usada,2010.0,38.796
'Total Nacional,01 Andalucía,,Vivienda usada,2009.0,38.031
'Total Nacional,01 Andalucía,,Vivienda usada,2008.0,56.709
'Total Nacional,01 Andalucía,,Vivienda usada,2007.0,85.656
'Total Nacional,01 Andalucía,,Vivienda libre,2023.0,109.205
'Total Nacional,01 Andalucía,,Vivienda libre,2022.0,123.446
'Total Nacional,01 Andalucía,,Vivienda libre,2021.0,107.068
'Total Nacional,01 Andalucía,,Vivienda libre,2020.0,75.326
'Total Nacional,01 Andalucía,,Vivienda libre,2019.0,89.958
'Total Nacional,01 Andalucía,,Vivienda libre,2018.0,91.351
'Total Nacional,01 Andalucía,,Vivienda libre,2017.0,80.945
'Total Nacional,01 Andalucía,,Vivienda libre,2016.0,71.689
'Total Nacional,01 Andalucía,,Vivienda libre,2015.0,63.967
'Total Nacional,01 Andalucía,,Vivienda libre,2014.0,58.387
'Total Nacional,01 Andalucía,,Vivienda libre,2013.0,57.940
'Total Nacional,01 Andalucía,,Vivienda libre,2012.0,55.360
'Total Nacional,01 Andalucía,,Vivienda libre,2011.0,63.855
'Total Nacional,01 Andalucía,,Vivienda libre,2010.0,73.835
'Total Nacional,01 Andalucía,,Vivienda libre,2009.0,77.415
'Total Nacional,01 Andalucía,,Vivienda libre,2008.0,108.947
'Total Nacional,01 Andalucía,,Vivienda libre,2007.0,151.222
'Total Nacional,01 Andalucía,,Vivienda protegida,2023.0,10.274
'Total Nacional,01 Andalucía,,Vivienda protegida,2022.0,11.201
'Total Nacional,01 Andalucía,,Vivienda protegida,2021.0,10.919
'Total Nacional,01 Andalucía,,Vivienda protegida,2020.0,8.155
'Total Nacional,01 Andalucía,,Vivienda protegida,2019.0,10.146
'Total Nacional,01 Andalucía,,Vivienda protegida,2018.0,10.061
'Total Nacional,01 Andalucía,,Vivienda protegida,2017.0,8.662
'Total Nacional,01 Andalucía,,Vivienda protegida,2016.0,7.663
'Total Nacional,01 Andalucía,,Vivienda protegida,2015.0,6.740
'Total Nacional,01 Andalucía,,Vivienda protegida,2014.0,5.582
'Total Nacional,01 Andalucía,,Vivienda protegida,2013.0,6.191
'Total Nacional,01 Andalucía,,Vivienda protegida,2012.0,7.583
'Total Nacional,01 Andalucía,,Vivienda protegida,2011.0,8.898
'Total Nacional,01 Andalucía,,Vivienda protegida,2010.0,9.360
'Total Nacional,01 Andalucía,,Vivienda protegida,2009.0,9.225
'Total Nacional,01 Andalucía,,Vivienda protegida,2008.0,11.251
'Total Nacional,01 Andalucía,,Vivienda protegida,2007.0,16.581
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2023.0,14.519
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2022.0,15.218
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2021.0,13.469
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2020.0,9.311
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2019.0,10.746
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2018.0,10.563
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2017.0,8.901
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2016.0,9.309
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2015.0,7.305
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2014.0,6.829
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2013.0,8.209
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2012.0,7.461
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2011.0,9.884
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2010.0,9.845
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2009.0,11.026
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2008.0,14.324
'Total Nacional,01 Andalucía,04 Almería,Viviendas: Total,2007.0,21.472
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2023.0,3.884
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2022.0,3.788
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2021.0,3.275
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2020.0,2.066
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2019.0,2.636
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2018.0,2.344
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2017.0,2.337
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2016.0,2.170
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2015.0,2.448
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2014.0,4.151
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2013.0,5.713
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2012.0,5.046
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2011.0,5.388
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2010.0,6.738
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2009.0,7.604
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2008.0,9.354
'Total Nacional,01 Andalucía,04 Almería,Vivienda nueva,2007.0,11.965
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2023.0,10.635
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2022.0,11.430
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2021.0,10.194
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2020.0,7.245
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2019.0,8.110
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2018.0,8.219
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2017.0,6.564
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2016.0,7.139
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2015.0,4.857
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2014.0,2.678
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2013.0,2.496
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2012.0,2.415
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2011.0,4.496
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2010.0,3.107
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2009.0,3.422
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2008.0,4.970
'Total Nacional,01 Andalucía,04 Almería,Vivienda usada,2007.0,9.507
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2023.0,13.850
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2022.0,14.551
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2021.0,12.813
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2020.0,8.853
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2019.0,10.157
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2018.0,10.072
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2017.0,8.484
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2016.0,8.963
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2015.0,7.049
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2014.0,6.569
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2013.0,7.856
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2012.0,7.067
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2011.0,9.411
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2010.0,9.412
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2009.0,10.704
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2008.0,13.757
'Total Nacional,01 Andalucía,04 Almería,Vivienda libre,2007.0,20.594
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2023.0,669
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2022.0,667
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2021.0,656
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2020.0,458
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2019.0,589
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2018.0,491
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2017.0,417
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2016.0,346
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2015.0,256
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2014.0,260
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2013.0,353
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2012.0,394
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2011.0,473
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2010.0,433
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2009.0,322
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2008.0,567
'Total Nacional,01 Andalucía,04 Almería,Vivienda protegida,2007.0,878
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2023.0,15.401
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2022.0,17.784
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2021.0,16.571
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2020.0,11.115
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2019.0,13.661
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2018.0,13.440
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2017.0,10.875
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2016.0,10.317
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2015.0,9.076
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2014.0,7.777
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2013.0,7.159
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2012.0,8.041
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2011.0,9.142
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2010.0,11.497
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2009.0,11.474
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2008.0,16.589
'Total Nacional,01 Andalucía,11 Cádiz,Viviendas: Total,2007.0,22.951
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2023.0,3.526
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2022.0,3.974
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2021.0,4.192
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2020.0,2.550
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2019.0,3.466
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2018.0,3.136
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2017.0,2.714
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2016.0,2.876
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2015.0,2.701
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2014.0,3.338
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2013.0,3.689
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2012.0,4.599
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2011.0,5.204
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2010.0,6.992
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2009.0,7.579
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2008.0,11.029
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda nueva,2007.0,15.486
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2023.0,11.875
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2022.0,13.810
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2021.0,12.379
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2020.0,8.565
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2019.0,10.195
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2018.0,10.304
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2017.0,8.161
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2016.0,7.441
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2015.0,6.375
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2014.0,4.439
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2013.0,3.470
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2012.0,3.442
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2011.0,3.938
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2010.0,4.505
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2009.0,3.895
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2008.0,5.560
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda usada,2007.0,7.465
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2023.0,13.045
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2022.0,15.289
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2021.0,14.238
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2020.0,9.435
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2019.0,11.397
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2018.0,11.260
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2017.0,9.143
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2016.0,8.630
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2015.0,7.756
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2014.0,6.681
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2013.0,5.886
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2012.0,6.592
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2011.0,7.323
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2010.0,9.447
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2009.0,9.333
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2008.0,14.236
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda libre,2007.0,19.144
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2023.0,2.356
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2022.0,2.495
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2021.0,2.333
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2020.0,1.680
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2019.0,2.264
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2018.0,2.180
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2017.0,1.732
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2016.0,1.687
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2015.0,1.320
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2014.0,1.096
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2013.0,1.273
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2012.0,1.449
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2011.0,1.819
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2010.0,2.050
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2009.0,2.141
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2008.0,2.353
'Total Nacional,01 Andalucía,11 Cádiz,Vivienda protegida,2007.0,3.807
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2023.0,8.153
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2022.0,8.462
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2021.0,7.678
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2020.0,5.598
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2019.0,6.630
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2018.0,6.528
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2017.0,5.636
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2016.0,4.796
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2015.0,4.445
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2014.0,3.755
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2013.0,3.981
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2012.0,3.940
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2011.0,4.522
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2010.0,5.552
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2009.0,5.481
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2008.0,8.455
'Total Nacional,01 Andalucía,14 Córdoba,Viviendas: Total,2007.0,11.015
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2023.0,1.519
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2022.0,1.274
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2021.0,1.442
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2020.0,994
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2019.0,1.129
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2018.0,968
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2017.0,777
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2016.0,685
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2015.0,881
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2014.0,1.124
